old_id	new_id	action	char	cov
vol01:31:2:12	vol01:31:2:13	rekey	用	0.9996
vol01:31:2:13	vol01:31:2:14	rekey	之	0.9997
vol01:31:2:14	vol01:31:2:15	rekey	敗	0.9994
vol01:31:2:15	vol01:31:2:16	rekey	亡	0.9996
vol01:31:2:16	vol01:31:2:17	rekey	未	0.9996
vol01:31:2:17	vol01:31:2:18	rekey	必	0.9995
vol01:31:2:18	vol01:31:2:19	rekey	若	0.9994
vol01:31:2:1	vol01:31:2:2	rekey	上	0.9997
vol01:31:2:19	vol01:31:2:20	rekey	彼	0.9992
vol01:31:2:20	vol01:31:2:21	rekey	其	0.999
vol01:31:2:2	vol01:31:2:3	rekey	諸	0.9993
vol01:31:2:3	vol01:31:2:4	rekey	人	0.9996
vol01:31:2:4	vol01:31:2:5	rekey	所	0.9995
vol01:31:2:5	vol01:31:2:6	rekey	言	0.9992
vol01:31:2:6	vol01:31:2:7	rekey	若	0.9994
vol01:31:2:7	vol01:31:2:8	rekey	當	0.9995
vol01:31:2:8	vol01:31:2:9	rekey	時	0.9991
vol01:31:3:9	vol01:31:3:10	rekey	亂	0.9993
vol01:31:3:10	vol01:31:3:11	rekey	所	0.9996
vol01:31:3:11	vol01:31:3:12	rekey	關	0.9994
vol01:31:3:12	vol01:31:3:13	rekey	足	0.9996
vol01:31:3:13	vol01:31:3:14	rekey	資	0.9995
vol01:31:3:14	vol01:31:3:15	rekey	考	0.9994
vol01:31:3:15	vol01:31:3:16	rekey	鏡	0.9994
vol01:31:3:16	vol01:31:3:17	rekey	惟	0.9992
vol01:31:3:17	vol01:31:3:18	rekey	當	0.9996
vol01:31:3:18	vol01:31:3:19	rekey	改	0.9995
vol01:31:3:1	vol01:31:3:2	rekey	速	0.9993
vol01:31:3:19	vol01:31:3:20	rekey	易	0.9995
vol01:31:3:2	vol01:31:3:3	rekey	是	0.9994
vol01:31:3:3	vol01:31:3:4	rekey	其	0.9993
vol01:31:3:4	vol01:31:3:5	rekey	書	0.9993
vol01:31:3:5	vol01:31:3:6	rekey	爲	0.9994
vol01:31:3:6	vol01:31:3:7	rekey	明	0.9994
vol01:31:3:7	vol01:31:3:8	rekey	季	0.9994
vol01:31:3:8	vol01:31:3:9	rekey	喪	0.9995
vol01:31:4:9	vol01:31:4:10	rekey	彼	0.9993
vol01:31:4:10	vol01:31:4:11	rekey	時	0.9994
vol01:31:4:11	vol01:31:4:12	rekey	直	0.9996
vol01:31:4:12	vol01:31:4:13	rekey	臣	0.9997
vol01:31:4:13	vol01:31:4:14	rekey	如	0.9996
vol01:31:4:14	vol01:31:4:15	rekey	楊	0.9995
vol01:31:4:15	vol01:31:4:16	rekey	漣	0.9994
vol01:31:4:16	vol01:31:4:17	rekey	左	0.9994
vol01:31:4:17	vol01:31:4:18	rekey	光	0.9995
vol01:31:4:18	vol01:31:4:19	rekey	斗	0.9993
vol01:31:4:1	vol01:31:4:2	rekey	碍	0.9993
vol01:31:4:19	vol01:31:4:20	rekey	李	0.9995
vol01:31:4:20	vol01:31:4:21	rekey	應	0.9992
vol01:31:4:2	vol01:31:4:3	rekey	字	0.9995
vol01:31:4:3	vol01:31:4:4	rekey	句	0.9996
vol01:31:4:4	vol01:31:4:5	rekey	無	0.9991
vol01:31:4:5	vol01:31:4:6	rekey	庸	0.9996
vol01:31:4:6	vol01:31:4:7	rekey	銷	0.9992
vol01:31:4:7	vol01:31:4:8	rekey	燬	0.9994
vol01:31:4:8	vol01:31:4:9	rekey	又	0.9995
vol01:31:5:9	vol01:31:5:10	rekey	南	0.9996
vol01:31:5:10	vol01:31:5:11	rekey	星	0.9994
vol01:31:5:11	vol01:31:5:12	rekey	倪	0.9996
vol01:31:5:12	vol01:31:5:13	rekey	元	0.9993
vol01:31:5:13	vol01:31:5:14	rekey	璐	0.9995
vol01:31:5:14	vol01:31:5:15	rekey	等	0.9995
vol01:31:5:15	vol01:31:5:16	rekey	所	0.9996
vol01:31:5:16	vol01:31:5:17	rekey	有	0.9996
vol01:31:5:17	vol01:31:5:18	rekey	書	0.9995
vol01:31:5:18	vol01:31:5:19	rekey	籍	0.9993
vol01:31:5:1	vol01:31:5:2	rekey	昇	0.9994
vol01:31:5:19	vol01:31:5:20	rekey	並	0.9995
vol01:31:5:20	vol01:31:5:21	rekey	當	0.9993
vol01:31:5:2	vol01:31:5:3	rekey	周	0.9996
vol01:31:5:3	vol01:31:5:4	rekey	宗	0.9994
vol01:31:5:4	vol01:31:5:5	rekey	建	0.9993
vol01:31:5:5	vol01:31:5:6	rekey	繆	0.999
vol01:31:5:6	vol01:31:5:7	rekey	昌	0.9994
vol01:31:5:7	vol01:31:5:8	rekey	期	0.9995
vol01:31:5:8	vol01:31:5:9	rekey	趙	0.9993
vol01:31:6:9	vol01:31:6:10	rekey	語	0.9994
vol01:31:6:10	vol01:31:6:11	rekey	傷	0.9993
vol01:31:6:11	vol01:31:6:12	rekey	觸	0.9995
vol01:31:6:12	vol01:31:6:13	rekey	本	0.9995
vol01:31:6:13	vol01:31:6:14	rekey	朝	0.9994
vol01:31:6:14	vol01:31:6:15	rekey	本	0.9995
vol01:31:6:15	vol01:31:6:16	rekey	屬	0.9992
vol01:31:6:16	vol01:31:6:17	rekey	各	0.9996
vol01:31:6:17	vol01:31:6:18	rekey	爲	0.9993
vol01:31:6:18	vol01:31:6:19	rekey	其	0.9994
vol01:31:6:1	vol01:31:6:2	rekey	以	0.9998
vol01:31:6:19	vol01:31:6:20	rekey	主	0.9996
vol01:31:6:20	vol01:31:6:21	rekey	亦	0.9995
vol01:31:6:2	vol01:31:6:3	rekey	此	0.9993
vol01:31:6:3	vol01:31:6:4	rekey	類	0.9992
vol01:31:6:4	vol01:31:6:5	rekey	推	0.9993
vol01:31:6:6	vol01:31:6:7	rekey	有	0.9996
vol01:31:6:7	vol01:31:6:8	rekey	一	0.9997
vol01:31:6:8	vol01:31:6:9	rekey	二	0.9996
vol01:31:7:9	vol01:31:7:10	rekey	不	0.9998
vol01:31:7:10	vol01:31:7:11	rekey	忍	0.9995
vol01:31:7:11	vol01:31:7:12	rekey	並	0.9993
vol01:31:7:12	vol01:31:7:13	rekey	從	0.9996
vol01:31:7:13	vol01:31:7:14	rekey	焚	0.9991
vol01:31:7:14	vol01:31:7:15	rekey	棄	0.9995
vol01:31:7:15	vol01:31:7:16	rekey	致	0.9995
vol01:31:7:16	vol01:31:7:17	rekey	令	0.9996
vol01:31:7:17	vol01:31:7:18	rekey	湮	0.9994
vol01:31:7:18	vol01:31:7:19	rekey	没	0.9994
vol01:31:7:1	vol01:31:7:2	rekey	止	0.9994
vol01:31:7:19	vol01:31:7:20	rekey	不	0.9996
vol01:31:7:20	vol01:31:7:21	rekey	彰	0.9964
vol01:31:7:2	vol01:31:7:3	rekey	須	0.9993
vol01:31:7:3	vol01:31:7:4	rekey	酌	0.9995
vol01:31:7:4	vol01:31:7:5	rekey	改	0.9993
vol01:31:7:5	vol01:31:7:6	rekey	一	1.0
vol01:31:7:6	vol01:31:7:7	rekey	二	0.9994
vol01:31:7:7	vol01:31:7:8	rekey	語	0.9994
vol01:31:7:8	vol01:31:7:9	rekey	實	0.9995
vol01:31:8:9	vol01:31:8:10	rekey	典	0.9996
vol01:31:8:10	vol01:31:8:11	rekey	彚	0.9991
vol01:31:8:11	vol01:31:8:12	rekey	一	1.0
vol01:31:8:12	vol01:31:8:13	rekey	書	0.9994
vol01:31:8:13	vol01:31:8:14	rekey	不	0.9997
vol01:31:8:14	vol01:31:8:15	rekey	過	0.9995
vol01:31:8:15	vol01:31:8:16	rekey	當	0.9996
vol01:31:8:16	vol01:31:8:17	rekey	時	0.9994
vol01:31:8:17	vol01:31:8:18	rekey	經	0.9991
vol01:31:8:18	vol01:31:8:19	rekey	生	0.9994
vol01:31:8:19	vol01:31:8:20	rekey	家	0.9995
vol01:31:8:20	vol01:31:8:21	rekey	策	0.9994
vol01:31:8:2	vol01:31:8:3	rekey	黃	0.9995
vol01:31:8:3	vol01:31:8:4	rekey	道	0.9997
vol01:31:8:4	vol01:31:8:5	rekey	周	0.9996
vol01:31:8:5	vol01:31:8:6	rekey	另	0.9996
vol01:31:8:6	vol01:31:8:7	rekey	有	0.9993
vol01:31:8:7	vol01:31:8:8	rekey	博	0.9997
vol01:31:8:8	vol01:31:8:9	rekey	物	0.9994
vol01:31:9:9	vol01:31:9:10	rekey	朝	0.9992
vol01:31:9:10	vol01:31:9:11	rekey	事	0.9997
vol01:31:9:11	vol01:31:9:12	rekey	蹟	0.9993
vol01:31:9:12	vol01:31:9:13	rekey	一	1.0
vol01:31:9:13	vol01:31:9:14	rekey	篇	0.9992
vol01:31:9:14	vol01:31:9:15	rekey	於	0.9994
vol01:31:9:15	vol01:31:9:16	rekey	李	0.9994
vol01:31:9:16	vol01:31:9:17	rekey	成	0.9995
vol01:31:9:17	vol01:31:9:18	rekey	梁	0.9996
vol01:31:9:18	vol01:31:9:19	rekey	後	0.9994
vol01:31:9:19	vol01:31:9:20	rekey	設	0.9993
vol01:31:9:20	vol01:31:9:21	rekey	謀	0.9993
vol01:31:9:2	vol01:31:9:3	rekey	之	0.9997
vol01:31:9:3	vol01:31:9:4	rekey	類	0.9996
vol01:31:9:4	vol01:31:9:5	rekey	然	0.9992
vol01:31:9:5	vol01:31:9:6	rekey	其	0.9994
vol01:31:9:6	vol01:31:9:7	rekey	中	0.9995
vol01:31:9:7	vol01:31:9:8	rekey	紀	0.9995
vol01:31:9:8	vol01:31:9:9	rekey	本	0.9996
vol01:32:1:10	vol01:32:1:10	rekey_in_place	徵	0.9993
vol01:32:1:11	vol01:32:1:11	rekey_in_place	我	0.9997
vol01:32:1:12	vol01:32:1:12	rekey_in_place	朝	0.9996
vol01:32:1:2	vol01:32:1:2	rekey_in_place	惎	0.9994
vol01:32:1:3	vol01:32:1:3	rekey_in_place	害	0.9994
vol01:32:1:5	vol01:32:1:5	rekey_in_place	載	0.9995
vol01:32:1:6	vol01:32:1:6	rekey_in_place	本	0.9996
vol01:32:1:7	vol01:32:1:7	rekey_in_place	末	0.9998
vol01:32:1:8	vol01:32:1:8	rekey_in_place	尤	0.9995
vol01:32:1:9	vol01:32:1:9	rekey_in_place	足	0.9995
vol01:32:2:1	vol01:32:2:1	rekey_in_place	宗	0.9998
vol01:32:2:10	vol01:32:2:10	rekey_in_place	有	0.9998
vol01:32:2:11	vol01:32:2:11	rekey_in_place	造	0.9999
vol01:32:2:12	vol01:32:2:12	rekey_in_place	於	0.9995
vol01:32:2:13	vol01:32:2:13	rekey_in_place	明	0.9993
vol01:32:2:14	vol01:32:2:14	rekey_in_place	人	0.9997
vol01:32:2:15	vol01:32:2:15	rekey_in_place	而	0.9997
vol01:32:2:16	vol01:32:2:16	rekey_in_place	彼	0.9996
vol01:32:2:17	vol01:32:2:17	rekey_in_place	轉	0.9996
vol01:32:2:18	vol01:32:2:18	rekey_in_place	逞	0.9994
vol01:32:2:19	vol01:32:2:19	rekey_in_place	狡	0.9997
vol01:32:2:2	vol01:32:2:2	rekey_in_place	行	0.9996
vol01:32:2:20	vol01:32:2:20	rekey_in_place	謀	0.9996
vol01:32:2:3	vol01:32:2:3	rekey_in_place	事	0.9996
vol01:32:2:4	vol01:32:2:4	rekey_in_place	正	0.9996
vol01:32:2:5	vol01:32:2:5	rekey_in_place	大	0.9997
vol01:32:2:6	vol01:32:2:6	rekey_in_place	光	0.9997
vol01:32:2:7	vol01:32:2:7	rekey_in_place	明	0.9998
vol01:32:2:8	vol01:32:2:8	rekey_in_place	實	0.9997
vol01:32:2:9	vol01:32:2:9	rekey_in_place	大	0.9998
vol01:32:3:3	vol01:32:3:3	rekey_in_place	以	0.9998
vol01:32:3:4	vol01:32:3:4	rekey_in_place	怨	0.9996
vol01:32:3:5	vol01:32:3:5	rekey_in_place	報	0.9996
vol01:32:3:6	vol01:32:3:6	rekey_in_place	德	0.9996
vol01:32:3:7	vol01:32:3:7	rekey_in_place	伏	0.9993
vol01:32:3:8	vol01:32:3:8	rekey_in_place	讀	0.9994
vol01:32:4:1	vol01:32:4:1	rekey_in_place	錄	0.9995
vol01:32:4:2	vol01:32:4:2	rekey_in_place	我	0.9994
vol01:32:5:0	vol01:32:5:-1	rekey	太	0.9997
vol01:32:5:1	vol01:32:5:1	rekey_in_place	祖	0.9998
vol01:32:5:2	vol01:32:5:2	rekey_in_place	高	0.9998
vol01:32:5:3	vol01:32:5:3	rekey_in_place	皇	0.9993
vol01:32:5:4	vol01:32:5:4	rekey_in_place	帝	0.9998
vol01:32:5:5	vol01:32:5:5	rekey_in_place	以	0.9999
vol01:32:5:6	vol01:32:5:6	rekey_in_place	七	0.9998
vol01:32:5:7	vol01:32:5:7	rekey_in_place	大	0.9996
vol01:32:5:8	vol01:32:5:8	rekey_in_place	恨	0.9997
vol01:32:5:9	vol01:32:5:9	rekey_in_place	告	0.9994
vol01:32:6:0	vol01:32:6:-1	rekey	天	0.9951
vol01:32:6:1	vol01:32:6:1	rekey_in_place	師	0.9995
vol01:32:6:10	vol01:32:6:10	rekey_in_place	建	0.9997
vol01:32:6:11	vol01:32:6:11	rekey_in_place	鴻	0.9997
vol01:32:6:12	vol01:32:6:12	rekey_in_place	基	0.9995
vol01:32:6:13	vol01:32:6:13	rekey_in_place	實	0.9993
vol01:32:6:14	vol01:32:6:14	rekey_in_place	自	0.9998
vol01:32:6:15	vol01:32:6:15	rekey_in_place	古	0.9995
vol01:32:6:16	vol01:32:6:16	rekey_in_place	創	0.9997
vol01:32:6:17	vol01:32:6:17	rekey_in_place	業	0.9994
vol01:32:6:18	vol01:32:6:18	rekey_in_place	者	0.9996
vol01:32:6:19	vol01:32:6:19	rekey_in_place	所	0.9995
vol01:32:6:2	vol01:32:6:2	rekey_in_place	直	0.9997
vol01:32:6:20	vol01:32:6:20	rekey_in_place	莫	0.9996
vol01:32:6:21	vol01:32:6:21	rekey_in_place	及	0.9996
vol01:32:6:3	vol01:32:6:3	rekey_in_place	爲	0.9993
vol01:32:6:4	vol01:32:6:4	rekey_in_place	壯	0.9994
vol01:32:6:5	vol01:32:6:5	rekey_in_place	神	0.9995
vol01:32:6:6	vol01:32:6:6	rekey_in_place	戈	0.9996
vol01:32:6:7	vol01:32:6:7	rekey_in_place	所	0.9995
vol01:32:6:8	vol01:32:6:8	rekey_in_place	指	0.9995
vol01:32:6:9	vol01:32:6:9	rekey_in_place	肇	0.9996
vol01:32:7:11	vol01:32:7:11	rekey_in_place	亂	0.9996
vol01:32:7:12	vol01:32:7:12	rekey_in_place	黑	0.9995
vol01:32:7:13	vol01:32:7:13	rekey_in_place	白	0.9998
vol01:32:7:14	vol01:32:7:14	rekey_in_place	曲	0.9996
vol01:32:7:15	vol01:32:7:15	rekey_in_place	爲	0.9994
vol01:32:7:16	vol01:32:7:16	rekey_in_place	隱	0.9996
vol01:32:7:17	vol01:32:7:17	rekey_in_place	諱	0.9996
vol01:32:7:18	vol01:32:7:18	rekey_in_place	存	0.9995
vol01:32:7:19	vol01:32:7:19	rekey_in_place	其	0.9995
vol01:32:7:2	vol01:32:7:2	rekey_in_place	雖	0.9992
vol01:32:7:20	vol01:32:7:20	rekey_in_place	言	0.9995
vol01:32:7:21	vol01:32:7:21	rekey_in_place	并	0.9991
vol01:32:7:3	vol01:32:7:3	rekey_in_place	彼	0.9996
vol01:32:7:4	vol01:32:7:4	rekey_in_place	之	0.9996
vol01:32:7:5	vol01:32:7:5	rekey_in_place	臣	0.9996
vol01:32:7:6	vol01:32:7:6	rekey_in_place	子	0.9996
vol01:32:7:7	vol01:32:7:7	rekey_in_place	亦	0.9996
vol01:32:7:8	vol01:32:7:8	rekey_in_place	不	0.9997
vol01:32:7:9	vol01:32:7:9	rekey_in_place	能	0.9995
vol01:32:8:10	vol01:32:8:10	rekey_in_place	備	0.9997
vol01:32:8:11	vol01:32:8:11	rekey_in_place	因	0.9998
vol01:32:8:12	vol01:32:8:12	rekey_in_place	命	0.9992
vol01:32:8:13	vol01:32:8:13	rekey_in_place	館	0.9995
vol01:32:8:14	vol01:32:8:14	rekey_in_place	臣	0.9998
vol01:32:8:15	vol01:32:8:15	rekey_in_place	酌	0.9997
vol01:32:8:16	vol01:32:8:16	rekey_in_place	加	0.9996
vol01:32:8:17	vol01:32:8:17	rekey_in_place	節	0.9995
vol01:32:8:18	vol01:32:8:18	rekey_in_place	改	0.9995
vol01:32:8:19	vol01:32:8:19	rekey_in_place	附	0.9995
vol01:32:8:20	vol01:32:8:20	rekey_in_place	載	0.9995
vol01:32:8:3	vol01:32:8:3	rekey_in_place	補	0.9996
vol01:32:8:4	vol01:32:8:4	rekey_in_place	當	0.9994
vol01:32:8:5	vol01:32:8:5	rekey_in_place	年	0.9995
vol01:32:8:6	vol01:32:8:6	rekey_in_place	紀	0.9996
vol01:32:8:7	vol01:32:8:7	rekey_in_place	載	0.9996
vol01:32:8:8	vol01:32:8:8	rekey_in_place	所	0.9996
vol01:32:8:9	vol01:32:8:9	rekey_in_place	未	0.9996
vol01:32:9:1	vol01:32:9:1	rekey_in_place	國	0.9996
vol01:32:9:10	vol01:32:9:10	rekey_in_place	復	0.9994
vol01:32:9:11	vol01:32:9:11	rekey_in_place	閱	0.9993
vol01:32:9:12	vol01:32:9:12	rekey_in_place	江	0.9995
vol01:32:9:13	vol01:32:9:13	rekey_in_place	蘇	0.9995
vol01:32:9:14	vol01:32:9:14	rekey_in_place	所	0.9996
vol01:32:9:15	vol01:32:9:15	rekey_in_place	進	0.9996
vol01:32:9:16	vol01:32:9:16	rekey_in_place	應	0.9996
vol01:32:9:17	vol01:32:9:17	rekey_in_place	燬	0.9996
vol01:32:9:18	vol01:32:9:18	rekey_in_place	書	0.9997
vol01:32:9:19	vol01:32:9:19	rekey_in_place	籍	0.9994
vol01:32:9:2	vol01:32:9:2	rekey_in_place	方	0.9995
vol01:32:9:20	vol01:32:9:20	rekey_in_place	内	0.9997
vol01:32:9:21	vol01:32:9:21	rekey_in_place	有	0.9995
vol01:32:9:3	vol01:32:9:3	rekey_in_place	畧	0.9993
vol01:32:9:4	vol01:32:9:4	rekey_in_place	後	0.9997
vol01:32:9:5	vol01:32:9:5	rekey_in_place	以	0.9997
vol01:32:9:6	vol01:32:9:6	rekey_in_place	昭	0.9995
vol01:32:9:7	vol01:32:9:7	rekey_in_place	徵	0.9996
vol01:32:9:8	vol01:32:9:8	rekey_in_place	信	0.9997
vol01:32:9:9	vol01:32:9:9	rekey_in_place	近	0.9996
vol01:33:1:10	vol01:33:1:10	rekey_in_place	間	0.9997
vol01:33:1:11	vol01:33:1:11	rekey_in_place	諸	0.9995
vol01:33:1:12	vol01:33:1:12	rekey_in_place	臣	0.9996
vol01:33:1:13	vol01:33:1:13	rekey_in_place	奏	0.9995
vol01:33:1:14	vol01:33:1:14	rekey_in_place	疏	0.9995
vol01:33:1:15	vol01:33:1:15	rekey_in_place	一	1.0
vol01:33:1:16	vol01:33:1:16	rekey_in_place	卷	0.9996
vol01:33:1:17	vol01:33:1:17	rekey_in_place	其	0.9994
vol01:33:1:18	vol01:33:1:18	rekey_in_place	中	0.9997
vol01:33:1:19	vol01:33:1:19	rekey_in_place	多	0.9994
vol01:33:1:20	vol01:33:1:20	rekey_in_place	指	0.9995
vol01:33:1:3	vol01:33:1:3	rekey_in_place	東	0.9998
vol01:33:1:4	vol01:33:1:4	rekey_in_place	觀	0.9994
vol01:33:1:5	vol01:33:1:5	rekey_in_place	編	0.9996
vol01:33:2:10	vol01:33:2:10	rekey_in_place	而	0.9997
vol01:33:2:11	vol01:33:2:11	rekey_in_place	不	0.9997
vol01:33:2:12	vol01:33:2:12	rekey_in_place	可	0.9996
vol01:33:2:13	vol01:33:2:13	rekey_in_place	救	0.9994
vol01:33:2:14	vol01:33:2:14	rekey_in_place	亦	0.9993
vol01:33:2:15	vol01:33:2:15	rekey_in_place	足	0.9997
vol01:33:2:16	vol01:33:2:16	rekey_in_place	取	0.9994
vol01:33:2:17	vol01:33:2:17	rekey_in_place	爲	0.9995
vol01:33:2:18	vol01:33:2:18	rekey_in_place	殷	0.9994
vol01:33:2:19	vol01:33:2:19	rekey_in_place	鑒	0.9995
vol01:33:2:2	vol01:33:2:2	rekey_in_place	明	0.9997
vol01:33:2:20	vol01:33:2:20	rekey_in_place	雖	0.9997
vol01:33:2:21	vol01:33:2:21	rekey_in_place	諸	0.9961
vol01:33:2:3	vol01:33:2:3	rekey_in_place	季	0.9998
vol01:33:2:4	vol01:33:2:4	rekey_in_place	秕	0.9993
vol01:33:2:5	vol01:33:2:5	rekey_in_place	政	0.9997
vol01:33:2:6	vol01:33:2:6	rekey_in_place	漸	0.9995
vol01:33:2:7	vol01:33:2:7	rekey_in_place	至	0.9995
vol01:33:2:8	vol01:33:2:8	rekey_in_place	瓦	0.9995
vol01:33:2:9	vol01:33:2:9	rekey_in_place	解	0.9995
vol01:33:3:10	vol01:33:3:10	rekey_in_place	彼	0.9996
vol01:33:3:11	vol01:33:3:11	rekey_in_place	皆	0.9996
vol01:33:3:12	vol01:33:3:12	rekey_in_place	忠	0.9996
vol01:33:3:13	vol01:33:3:13	rekey_in_place	於	0.9995
vol01:33:3:14	vol01:33:3:14	rekey_in_place	所	0.9996
vol01:33:3:15	vol01:33:3:15	rekey_in_place	事	0.9997
vol01:33:3:16	vol01:33:3:16	rekey_in_place	實	0.9994
vol01:33:3:17	vol01:33:3:17	rekey_in_place	不	0.9997
vol01:33:3:18	vol01:33:3:18	rekey_in_place	足	0.9994
vol01:33:3:19	vol01:33:3:19	rekey_in_place	罪	0.9995
vol01:33:3:20	vol01:33:3:20	rekey_in_place	惟	0.9996
vol01:33:3:3	vol01:33:3:3	rekey_in_place	中	0.9997
vol01:33:3:4	vol01:33:3:4	rekey_in_place	多	0.9995
vol01:33:3:5	vol01:33:3:5	rekey_in_place	有	0.9995
vol01:33:3:6	vol01:33:3:6	rekey_in_place	乖	0.9997
vol01:33:3:7	vol01:33:3:7	rekey_in_place	觸	0.9996
vol01:33:3:8	vol01:33:3:8	rekey_in_place	字	0.9998
vol01:33:3:9	vol01:33:3:9	rekey_in_place	句	0.9996
vol01:33:4:10	vol01:33:4:10	rekey_in_place	使	0.9995
vol01:33:4:11	vol01:33:4:11	rekey_in_place	天	0.9997
vol01:33:4:12	vol01:33:4:12	rekey_in_place	下	0.9998
vol01:33:4:13	vol01:33:4:13	rekey_in_place	後	0.9993
vol01:33:4:14	vol01:33:4:14	rekey_in_place	世	0.9995
vol01:33:4:15	vol01:33:4:15	rekey_in_place	曉	0.9995
vol01:33:4:16	vol01:33:4:16	rekey_in_place	然	0.9995
vol01:33:4:17	vol01:33:4:17	rekey_in_place	於	0.9995
vol01:33:4:18	vol01:33:4:18	rekey_in_place	明	0.9996
vol01:33:4:19	vol01:33:4:19	rekey_in_place	之	0.9998
vol01:33:4:20	vol01:33:4:20	rekey_in_place	所	0.9997
vol01:33:4:3	vol01:33:4:3	rekey_in_place	改	0.9998
vol01:33:4:4	vol01:33:4:4	rekey_in_place	數	0.9997
vol01:33:4:5	vol01:33:4:5	rekey_in_place	字	0.9997
vol01:33:4:6	vol01:33:4:6	rekey_in_place	存	0.9996
vol01:33:4:7	vol01:33:4:7	rekey_in_place	其	0.9996
vol01:33:4:8	vol01:33:4:8	rekey_in_place	原	0.9995
vol01:33:4:9	vol01:33:4:9	rekey_in_place	書	0.9997
vol01:33:5:10	vol01:33:5:10	rekey_in_place	俾	0.9996
vol01:33:5:11	vol01:33:5:11	rekey_in_place	我	0.9996
vol01:33:5:12	vol01:33:5:12	rekey_in_place	子	0.9998
vol01:33:5:13	vol01:33:5:13	rekey_in_place	孫	0.9993
vol01:33:5:14	vol01:33:5:14	rekey_in_place	永	0.9996
vol01:33:5:15	vol01:33:5:15	rekey_in_place	念	0.9996
vol01:33:5:2	vol01:33:5:2	rekey_in_place	亡	0.9997
vol01:33:5:4	vol01:33:5:4	rekey_in_place	本	0.9997
vol01:33:5:5	vol01:33:5:5	rekey_in_place	朝	0.9997
vol01:33:5:6	vol01:33:5:6	rekey_in_place	之	0.9997
vol01:33:5:7	vol01:33:5:7	rekey_in_place	所	0.9997
vol01:33:5:8	vol01:33:5:8	rekey_in_place	以	0.9998
vol01:33:6:0	vol01:33:6:-1	rekey	祖	0.9997
vol01:33:6:1	vol01:33:6:1	rekey_in_place	宗	0.9997
vol01:33:6:10	vol01:33:6:10	rekey_in_place	兢	0.9996
vol01:33:6:11	vol01:33:6:11	rekey_in_place	業	0.9995
vol01:33:6:12	vol01:33:6:12	rekey_in_place	業	0.9997
vol01:33:6:13	vol01:33:6:13	rekey_in_place	以	0.9996
vol01:33:6:14	vol01:33:6:14	rekey_in_place	祈	0.9997
vol01:33:6:2	vol01:33:6:2	rekey_in_place	締	0.9997
vol01:33:6:3	vol01:33:6:3	rekey_in_place	造	0.9998
vol01:33:6:4	vol01:33:6:4	rekey_in_place	之	0.9997
vol01:33:6:5	vol01:33:6:5	rekey_in_place	艱	0.9995
vol01:33:6:6	vol01:33:6:6	rekey_in_place	難	0.9996
vol01:33:6:7	vol01:33:6:7	rekey_in_place	益	0.9994
vol01:33:6:8	vol01:33:6:8	rekey_in_place	思	0.9996
vol01:33:6:9	vol01:33:6:9	rekey_in_place	兢	0.9996
vol01:33:7:2	vol01:33:7:2	rekey_in_place	永	0.9995
vol01:33:8:0	vol01:33:8:-1	rekey	命	0.9974
vol01:33:8:1	vol01:33:8:1	rekey_in_place	其	0.9993
vol01:33:8:10	vol01:33:8:10	rekey_in_place	何	0.9995
vol01:33:8:11	vol01:33:8:11	rekey_in_place	必	0.9997
vol01:33:8:12	vol01:33:8:12	rekey_in_place	急	0.9997
vol01:33:8:13	vol01:33:8:13	rekey_in_place	燬	0.9994
vol01:33:8:14	vol01:33:8:14	rekey_in_place	其	0.9994
vol01:33:8:15	vol01:33:8:15	rekey_in_place	書	0.9993
vol01:33:8:16	vol01:33:8:16	rekey_in_place	乎	0.9994
vol01:33:8:17	vol01:33:8:17	rekey_in_place	又	0.9997
vol01:33:8:18	vol01:33:8:18	rekey_in_place	若	0.9995
vol01:33:8:19	vol01:33:8:19	rekey_in_place	彚	0.9994
vol01:33:8:2	vol01:33:8:2	rekey_in_place	所	0.9995
vol01:33:8:20	vol01:33:8:20	rekey_in_place	選	0.9995
vol01:33:8:21	vol01:33:8:21	rekey_in_place	各	0.9975
vol01:33:8:3	vol01:33:8:3	rekey_in_place	裨	0.9995
vol01:33:8:4	vol01:33:8:4	rekey_in_place	益	0.9994
vol01:33:8:5	vol01:33:8:5	rekey_in_place	豈	0.9994
vol01:33:8:6	vol01:33:8:6	rekey_in_place	不	0.9998
vol01:33:8:7	vol01:33:8:7	rekey_in_place	更	0.9993
vol01:33:8:8	vol01:33:8:8	rekey_in_place	大	0.9997
vol01:33:8:9	vol01:33:8:9	rekey_in_place	又	0.9997
vol01:33:9:10	vol01:33:9:10	rekey_in_place	屈	0.9994
vol01:33:9:11	vol01:33:9:11	rekey_in_place	大	0.9995
vol01:33:9:12	vol01:33:9:12	rekey_in_place	均	0.9997
vol01:33:9:13	vol01:33:9:13	rekey_in_place	所	0.9997
vol01:33:9:14	vol01:33:9:14	rekey_in_place	作	0.9995
vol01:33:9:15	vol01:33:9:15	rekey_in_place	自	0.9996
vol01:33:9:16	vol01:33:9:16	rekey_in_place	當	0.9995
vol01:33:9:17	vol01:33:9:17	rekey_in_place	削	0.9996
vol01:33:9:18	vol01:33:9:18	rekey_in_place	去	0.9995
vol01:33:9:19	vol01:33:9:19	rekey_in_place	其	0.9995
vol01:33:9:2	vol01:33:9:2	rekey_in_place	家	0.9998
vol01:33:9:20	vol01:33:9:20	rekey_in_place	餘	0.9997
